#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
2643,17,7,0,http://www.kb83.com/department/urology/,,0,1,http://fnkc-fmba.ru/department/urology/,,,,"Dofollow, Redirect",,"2015-09-18 19:08:51","2020-04-13 00:07:57",,,0,0,,1
2644,17,7,0,http://www.kb83.com/diagnostics/funct/,,0,1,http://fnkc-fmba.ru/diagnostics/funct/,,,,"Dofollow, Redirect",,"2015-03-30 03:33:03","2020-04-13 17:04:48",,,0,0,,1
2645,17,7,0,http://www.kb83.com/news/19026/,,0,1,http://fnkc-fmba.ru/news/19026/,,,,"Dofollow, Redirect",,"2017-01-04 10:55:06","2020-04-14 17:33:20",,,0,0,,1
2646,17,7,0,http://www.kb83.com/polyclinic/about/psycenter/,,0,1,http://fnkc-fmba.ru/polyclinic/about/psycenter/,,,,"Dofollow, Redirect",,"2018-04-12 15:34:51","2020-04-15 08:15:08",,,0,0,,1
2647,17,7,0,http://www.kb83.com/servpatients/newsagent/,,0,1,http://fnkc-fmba.ru/servpatients/newsagent/,,,,"Dofollow, Redirect",,"2016-12-18 06:47:44","2020-04-15 16:54:49",,,0,0,,1
2648,18,7,0,http://wmw.ru/Portfolio/detail.php?ID=4967,"Клиническая больница № 83 ФМБА России",12,4,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-04-17 06:47:13","2020-04-23 02:56:46",,ru,0,0,,3
2649,18,7,0,http://wmw.ru/Portfolio/detail.php?ID=4967,"Клиническая больница № 83 ФМБА России",12,4,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-04-17 06:47:13","2020-04-23 02:56:46",,ru,0,0,,3
2650,18,7,0,http://www.wmw.ru/Portfolio/detail.php?ID=4967,"Клиническая больница № 83 ФМБА России",12,4,https://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-04-15 19:28:40","2020-04-22 01:36:36",,ru,0,0,,3
2651,18,7,0,http://www.wmw.ru/Portfolio/detail.php?ID=4967,"Клиническая больница № 83 ФМБА России",12,4,http://fnkc-fmba.ru/,"Продвижение Интернет-сайта больницы",kb83.com,"в поисковых системах Yandex, Google и Rambler","Dofollow, Content",,"2020-04-15 19:28:40","2020-04-22 01:36:36",,ru,0,0,,3
2652,17,7,0,http://kb83.com/department/cardiology,,0,1,http://fnkc-fmba.ru/department/cardiology,,,,"Dofollow, Redirect",,"2020-03-28 15:19:03","2020-04-03 22:36:09",,,0,0,,1
2653,17,7,0,http://kb83.com/department/cdl,,0,1,http://fnkc-fmba.ru/department/cdl,,,,"Dofollow, Redirect",,"2020-03-30 05:50:19","2020-04-05 14:21:27",,,0,0,,1
2654,17,7,0,http://kb83.com/department/ofd/sosudy/,,0,1,http://fnkc-fmba.ru/department/ofd/sosudy/,,,,"Dofollow, Redirect",,"2020-03-02 15:30:33","2020-03-08 08:13:37",,,0,0,,1
2655,17,7,0,http://kb83.com/department/orthopedics/,,0,1,http://fnkc-fmba.ru/department/orthopedics/,,,,"Dofollow, Redirect",,"2020-03-02 23:49:50","2020-03-09 19:27:55",,,0,0,,1
2656,17,7,0,http://kb83.com/department/neurosurgery/,,0,1,http://fnkc-fmba.ru/department/neurosurgery/,,,,"Dofollow, Redirect",,"2020-03-13 09:33:27","2020-03-19 20:33:43",,,0,0,,1
2657,17,7,0,http://kb83.com/stationar/hospitalization,,0,1,http://fnkc-fmba.ru/stationar/hospitalization,,,,"Dofollow, Redirect",,"2020-03-12 14:34:49","2020-03-18 21:55:55",,,0,0,,1
2658,18,7,0,https://edu2you.ru/place/123593,"ФГБУ ФНКЦ ФМБА РОССИИ - информация об организации",7,22,https://fnkc-fmba.ru/,"Сайт -",http://fnkc-fmba.ru,,Nofollow,,"2020-03-22 05:49:03","2020-04-27 00:17:36",,,0,0,,2
2659,18,7,0,https://edu2you.ru/place/123593,"ФГБУ ФНКЦ ФМБА РОССИИ - информация об организации",7,22,http://fnkc-fmba.ru/,"Сайт -",http://fnkc-fmba.ru,,Nofollow,,"2020-03-22 05:49:03","2020-04-27 00:17:36",,,0,0,,2
2660,17,7,0,http://kb83.com/department/neurology,,0,1,http://fnkc-fmba.ru/department/neurology,,,,"Dofollow, Redirect",,"2020-03-08 14:26:21","2020-03-24 16:23:42",,,0,0,,1
2661,17,7,0,http://kb83.com/department/ofd,,0,1,http://fnkc-fmba.ru/department/ofd,,,,"Dofollow, Redirect",,"2020-03-17 04:29:53","2020-03-22 16:40:52",,,0,0,,1
2662,17,7,0,http://kb83.com/department/reanimatology/,,0,1,http://fnkc-fmba.ru/department/reanimatology/,,,,"Dofollow, Redirect",,"2020-03-16 07:36:33","2020-03-22 02:49:12",,,0,0,,1
2663,17,7,0,http://kb83.com/department/rentgen,,0,1,http://fnkc-fmba.ru/department/rentgen,,,,"Dofollow, Redirect",,"2020-03-18 08:13:30","2020-03-24 01:32:05",,,0,0,,1
2664,17,7,0,http://kb83.com/department/therapy2,,0,1,http://fnkc-fmba.ru/department/therapy2,,,,"Dofollow, Redirect",,"2020-03-18 04:06:47","2020-03-23 12:51:29",,,0,0,,1
2665,17,7,0,http://kb83.com/department/vascular-surgery/,,0,1,http://fnkc-fmba.ru/department/vascular-surgery/,,,,"Dofollow, Redirect",,"2020-03-17 15:57:02","2020-03-24 04:20:13",,,0,0,,1
2666,17,7,0,http://kb83.com/appointment/,,0,1,http://fnkc-fmba.ru/appointment/,,,,"Dofollow, Redirect",,"2020-03-07 04:54:30","2020-03-14 00:13:59",,,0,0,,1
2667,17,7,0,http://kb83.com/department/endoscopy/,,0,1,http://fnkc-fmba.ru/department/endoscopy/,,,,"Dofollow, Redirect",,"2020-03-10 08:52:05","2020-03-11 08:59:00",,,0,0,,1
2668,17,7,0,http://kb83.com/department/oncology,,0,1,http://fnkc-fmba.ru/department/oncology,,,,"Dofollow, Redirect",,"2020-03-06 02:35:04","2020-03-12 22:05:01",,,0,0,,1
2669,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/mozekcdn-a.akamaihd.net/t11014-50.html,"Форум fitsport.ru > сердце",65,13,https://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2019-04-14 00:53:35","2020-04-25 08:52:18",,,0,0,,11
2670,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/mozekcdn-a.akamaihd.net/t11014-50.html,"Форум fitsport.ru > сердце",65,13,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2019-04-14 00:53:35","2020-04-25 08:52:18",,,0,0,,11
2671,17,7,0,http://kb83.com/department/cardiology2,,0,1,http://fnkc-fmba.ru/department/cardiology2,,,,"Dofollow, Redirect",,"2020-04-04 11:38:42","2020-04-10 08:39:25",,,0,0,,1
2672,17,7,0,http://kb83.com/department/cdc,,0,1,http://fnkc-fmba.ru/department/cdc,,,,"Dofollow, Redirect",,"2020-04-04 15:20:35","2020-04-10 17:05:04",,,0,0,,1
2673,17,7,0,http://kb83.com/department/ofd/heart/,,0,1,http://fnkc-fmba.ru/department/ofd/heart/,,,,"Dofollow, Redirect",,"2020-01-25 20:16:48","2020-02-11 05:55:40",,,0,0,,1
2674,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/t14317-600.html/t11014-50.html,"Форум fitsport.ru > сердце",65,13,https://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2018-07-22 02:50:46","2020-05-03 21:01:13",,,0,0,,11
2675,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/t14317-600.html/t11014-50.html,"Форум fitsport.ru > сердце",65,13,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2018-07-22 02:50:46","2020-05-03 21:01:13",,,0,0,,11
2676,17,7,0,https://1043freshradio.ca/news/6905454/coronavirus-russia-doctors-windows/,"3 Russian doctors have fallen from hospital windows amid COVID-19 pandemic: reports | 104.3 Fresh Radio",40,92,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"called her death an “accident” in a statement also shared","on the training centre’s website.",,"Dofollow, Content",,"2020-06-11 10:06:23","2020-06-11 10:06:23",,en,0,0,,19
2677,15,7,0,https://www.vikids.ru/categories/5b0811766c1d403de10dff28/special_clinics/56148,"ФНКЦ ФМБА России",41,7,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2020-01-31 06:46:27","2020-01-31 06:46:27",,ru,0,0,,7
2678,13,7,0,http://business.domstatey.ru/link/112776,"kb83 - Business.domstatey.ru",10,4,https://fnkc-fmba.ru/bitrix/rk.php?goto=http://potolkisochi.ru,,kb83,,Dofollow,,"2020-04-06 15:38:53","2020-04-06 15:38:53",,ru,0,0,,3
2679,13,7,0,http://business.domstatey.ru/link/112776,"kb83 - Business.domstatey.ru",10,4,http://fnkc-fmba.ru/bitrix/rk.php?goto=http://potolkisochi.ru,,kb83,,Dofollow,,"2020-04-06 15:38:53","2020-04-06 15:38:53",,ru,0,0,,3
2680,15,7,0,https://www.vikids.ru/categories/5b0c9f536c1d4004dcb8f7b8/special_clinics/56148,"ФНКЦ ФМБА России",43,7,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2020-02-22 22:13:22","2020-02-22 22:13:22",,ru,0,0,,7
2681,15,7,0,https://www.vikids.ru/categories/5ad138b46c1d4004f92b395b/special_clinics/56148,"ФНКЦ ФМБА России",39,7,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,Dofollow,,"2020-02-28 17:20:39","2020-02-28 17:20:39",,ru,0,0,,7
2682,13,7,0,http://sonya-kot.ru/page1287.shtml,"Мой маленький мир : LiveInternet - Российский Сервис Онлайн-Дневников",152,76,https://fnkc-fmba.ru/diagnostika/magnitno-rezonansnaya-tomografiya/mrt-pozvonochnika/,"заболеваний различных систем и органов. В том числе применяется и","МРТ позвоночника","- как всего полностью, так и отдельных его сегментов (шейного,",Dofollow,,"2017-09-21 01:39:04","2019-12-02 03:25:40",,ru,0,0,,10
2683,4,7,1,http://msch-protvino.ru/index.html,"МСЧ №174 ФМБА России",14,9,https://fnkc-fmba.ru/,,,,"Dofollow, Image",,"2017-08-07 12:37:25","2020-06-13 20:48:55",,,0,0,,5
2684,4,7,1,http://msch-protvino.ru/index.html,"МСЧ №174 ФМБА России",14,9,http://fnkc-fmba.ru/,,,,"Dofollow, Image",,"2017-08-07 12:37:25","2020-06-13 20:48:55",,,0,0,,5
2685,13,7,0,https://serebryaniy-bereg.ru/erektilnaya-disfunktsiya-simptomy/,"эректильная дисфункция симптомы – serebryaniy-bereg.ru",31,106,https://fnkc-fmba.ru/upload/Disfunkcia_1110px.png,,"~image credit ~image credit",,"Dofollow, Image, Content",,"2020-02-02 20:48:07","2020-02-02 20:48:07",,pl,0,0,,83
2686,13,7,0,https://serebryaniy-bereg.ru/mrt-stoimost/,"мрт стоимость – serebryaniy-bereg.ru",33,102,https://fnkc-fmba.ru/upload/medialibrary/9f2/9f2ed1d28d66837e53e733d246743939.jpg,,"~image credit",,"Dofollow, Image, Content",,"2020-02-05 10:13:49","2020-02-05 10:13:49",,en,0,0,,72
2687,15,7,0,http://www.blog-bliss-s.ru/post422509073/,"МРТ позвоночника: показания и особенности процедуры. Обсуждение на LiveInternet - Российский Сервис Онлайн-Дневников",164,168,https://fnkc-fmba.ru/,Источник:,"ФНКЦ ФМБА",,"Dofollow, Content",,"2019-05-14 16:04:47","2020-06-06 21:08:29",,ru,0,0,,31
2688,15,7,0,http://www.blog-bliss-s.ru/post422509073/,"МРТ позвоночника: показания и особенности процедуры. Обсуждение на LiveInternet - Российский Сервис Онлайн-Дневников",164,168,https://fnkc-fmba.ru/diagnostika/magnitno-rezonansnaya-tomografiya/mrt-pozvonochnika/,"заболеваний опорно-двигательного аппарата, а самым информативным среди всех обследований считается","МРТ позвоночника",". С МРТ-обследованиями различных органов наверняка сталкивался каждый, но не","Dofollow, Content",,"2019-05-14 16:04:47","2020-06-06 21:08:29",,ru,0,0,,31
2689,13,7,0,http://755.ru/medicina/kliniki-page11,"Медицина- Клиники - страница 11 Москва - портал 755.ru",65,26,https://fnkc-fmba.ru/,,www.kb83.com,,"Dofollow, Image",,"2018-01-13 12:37:48","2020-05-13 00:15:39",,,0,1,,19
2690,13,7,0,http://755.ru/medicina/kliniki-page11,"Медицина- Клиники - страница 11 Москва - портал 755.ru",65,26,http://fnkc-fmba.ru/,,www.kb83.com,,"Dofollow, Image",,"2018-01-13 12:37:48","2020-05-13 00:15:39",,,0,1,,19
2691,13,7,0,http://olig.ru/forums/lofiversion/index.php/t579047-0.html,"Все форумы > MALDI-TOF, идентификация бактерий",20,12,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2017-08-28 10:51:28","2020-04-21 06:15:08",,,0,0,,4
2692,5,7,1,http://www.paris-peripherie-renovation.fr/produit/woo-album-1/,"Hammer | Paris Périphérie Rénovation",13,396,https://fnkc-fmba.ru/bitrix/rk.php?goto=http://dreamgarden.com.ua,"ландшафтный дизайн (Marsha)",https://goo.gl/lm1CYw,,Nofollow,,"2020-01-28 03:29:56","2020-06-13 04:27:03",,fr,0,1,,293
2693,5,7,1,http://www.paris-peripherie-renovation.fr/produit/woo-album-1/,"Hammer | Paris Périphérie Rénovation",13,396,http://fnkc-fmba.ru/bitrix/rk.php?goto=http://dreamgarden.com.ua,"ландшафтный дизайн (Marsha)",https://goo.gl/lm1CYw,,Nofollow,,"2020-01-28 03:29:56","2020-06-13 04:27:03",,fr,0,1,,293
2694,13,7,0,http://olig.ru/forums/lofiversion/index.php/t579047.html,"Все форумы > MALDI-TOF, идентификация бактерий",20,12,https://fnkc-fmba.ru/,,https://fnkc-fmba.ru/,,"Dofollow, Content",,"2017-08-22 04:38:54","2020-05-17 05:03:07",,,0,0,,4
2695,13,7,0,https://serebryaniy-bereg.ru/tomogramma-mozga/,"томограмма мозга – serebryaniy-bereg.ru",33,109,https://fnkc-fmba.ru/upload/medialibrary/e13/e13af489e2366d1ddb26a627a9918484.jpg,,"~image credit",,"Dofollow, Image, Content",,"2020-01-31 15:59:15","2020-01-31 15:59:15",,sl,0,0,,77
2696,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/t14976.html/t11014-50.html,"Форум fitsport.ru > сердце",65,13,https://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2019-07-24 21:38:08","2020-04-16 22:10:47",,,0,0,,11
2697,16,7,0,https://fitsport.ru/fm/lofiversion/index.php/t14976.html/t11014-50.html,"Форум fitsport.ru > сердце",65,13,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2019-07-24 21:38:08","2020-04-16 22:10:47",,,0,0,,11
2698,13,7,0,https://diabetpeople.ru/clinics/endo-gkb83/,"Эндокринологическое отделение ГКБ №83",23,4,https://fnkc-fmba.ru/,,http://www.kb83.com/,,"Nofollow, Content",,"2019-09-30 15:29:11","2020-06-05 17:50:24",,,0,0,,3
2699,13,7,0,https://diabetpeople.ru/clinics/endo-gkb83/,"Эндокринологическое отделение ГКБ №83",23,4,http://fnkc-fmba.ru/,,http://www.kb83.com/,,"Nofollow, Content",,"2019-09-30 15:29:11","2020-06-05 17:50:24",,,0,0,,3
2700,15,7,0,https://viralpanda.net/3-russian-doctors-have-fallen-out-of-home-windows-in-just-in-excess-of-a-week/,"3 Russian Doctors Have Fallen Out Of Home windows In Just In excess of A Week | Viral Panda",35,27,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"of an accident,” in accordance to a Moscow healthcare facility",statement,". She had been hospitalized with COVID-19.","Nofollow, Content",,"2020-06-15 13:27:15","2020-06-15 13:27:15",,en,0,0,,21
2701,15,7,0,https://www.viralpanda.net/3-russian-doctors-have-fallen-out-of-home-windows-in-just-in-excess-of-a-week/,"3 Russian Doctors Have Fallen Out Of Home windows In Just In excess of A Week | Viral Panda",27,27,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"of an accident,” in accordance to a Moscow healthcare facility",statement,". She had been hospitalized with COVID-19.","Nofollow, Content",,"2020-05-09 23:43:43","2020-06-01 01:11:07",,en,0,0,,20
2702,14,7,0,http://www.simoron.ru/forum/index.php?/profile/68300-abassiesa/&status=62766&type=status,"Обновление статуса Abassiesa от 22.03.2017 - Форум волшебников с www.simoron.ru",20,4,https://fnkc-fmba.ru/bitrix/rk.php?goto=http://kakpohudin.ru,,kakpohudin,,Nofollow,,"2017-09-20 22:47:40","2020-04-27 11:00:35",,ru,0,0,,2
2703,14,7,0,http://www.simoron.ru/forum/index.php?/profile/68300-abassiesa/&status=62766&type=status,"Обновление статуса Abassiesa от 22.03.2017 - Форум волшебников с www.simoron.ru",20,4,http://fnkc-fmba.ru/bitrix/rk.php?goto=http://kakpohudin.ru,,kakpohudin,,Nofollow,,"2017-09-20 22:47:40","2020-04-27 11:00:35",,ru,0,0,,2
2704,13,7,0,http://kogalym.org/dir/135-28-2,"Здоровье - Дом - Качественные Сайты России",1028,67,https://fnkc-fmba.ru/,,"Консультация ортопеда. Подробнее о услугах на сайте",,Dofollow,,"2018-04-02 09:33:43","2020-03-25 23:41:55",,ru,0,0,,58
2705,13,7,0,http://kogalym.org/dir/135-28-2,"Здоровье - Дом - Качественные Сайты России",1028,67,http://fnkc-fmba.ru/,,"Консультация ортопеда. Подробнее о услугах на сайте",,Dofollow,,"2018-04-02 09:33:43","2020-03-25 23:41:55",,ru,0,0,,58
2706,14,7,0,http://kru4inka.ru/post422448846/,"Компьютерная томография легких: особенности проведения процедуры. Обсуждение на LiveInternet - Российский Сервис Онлайн-Дневников",194,157,https://fnkc-fmba.ru/diagnostika/kompyuternaya-tomografiya-kt/kompyuternaya-tomografiya-legkikh/,,"Компьютерная томография легких","назначается в случае необходимости уточнения предварительного диагноза, когда рентгенография бессильна","Dofollow, Content",,"2017-10-07 23:56:57","2020-06-04 04:10:23",,ru,0,0,,16
2707,15,7,0,http://topactu.net/2020/05/coronavirus-doctors-fall-from-windows-after-protesting/,"Coronavirus: Doctors fall from windows after protesting about Russian hospital conditions",43,13,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"died immediately after the fall, which health officials said was","an accident",". Some media, reports however, suggested she was distraught after",Dofollow,,"2020-05-09 11:08:02","2020-06-09 13:02:14",,en,0,0,,6
2708,15,7,0,http://topactu.net/2020/05/russian-doctors-dead-1-in-icu-after-mysterious-accidents/,"Russian Doctors Dead, 1 in ICU After Mysterious Accidents",43,15,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"near Moscow, died in what a Moscow hospital called ""","an accident",""".",Dofollow,,"2020-06-10 05:28:24","2020-06-10 05:28:24",,en,0,0,,11
2709,25,7,0,http://www.tejal.pw/domain-list-322,"Alexa top domain list || page 322",6,1505,https://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-30 19:22:46","2020-05-30 19:22:46",,en,0,0,,808
2710,25,7,0,http://www.tejal.pw/domain-list-322,"Alexa top domain list || page 322",6,1505,http://fnkc-fmba.ru/,,fnkc-fmba.ru,,Nofollow,,"2020-05-30 19:22:46","2020-05-30 19:22:46",,en,0,0,,808
2711,13,7,0,https://mrtclinics.com/moskva/federalnyj-nauchno-klinicheskij-centr-fmba-rossii-200,"МРТ в больнице №83 ФНКЦ ФМБА России в Москве (бульвар Ореховый, д. 28) - цены, запись на прием, отзывы",34,1,https://fnkc-fmba.ru/,,"Официальный сайт",,Nofollow,,"2019-11-27 17:05:55","2020-06-15 22:15:50",,ru,0,0,,1
2712,13,7,0,http://kogalym.org/dir/135-32-2,"Здоровье - Дом - Качественные Сайты России",1021,67,https://fnkc-fmba.ru/,,"Ангиография артерий, узнайте больше на Kb83.Com",,Dofollow,,"2018-03-22 04:23:19","2020-04-13 01:20:11",,ru,0,0,,60
2713,13,7,0,http://kogalym.org/dir/135-32-2,"Здоровье - Дом - Качественные Сайты России",1021,67,http://fnkc-fmba.ru/,,"Ангиография артерий, узнайте больше на Kb83.Com",,Dofollow,,"2018-03-22 04:23:19","2020-04-13 01:20:11",,ru,0,0,,60
2714,13,7,0,http://kogalym.org/dir/?sa=U&ved=0ahUKEwjLkebo5-HMAhUXDlIKHbaVBqsQFggjMAI&usg=AFQjCNFzmVDL9paZv-MtK18r9CAionyBWg&page631,"Сайты России - Когалым - городской портал",1054,72,https://fnkc-fmba.ru/,,"Ангиография артерий, узнайте больше на Kb83.Com",,Dofollow,,"2020-04-30 13:58:11","2020-04-30 13:58:11",,ru,0,0,,58
2715,13,7,0,http://kogalym.org/dir/?sa=U&ved=0ahUKEwjLkebo5-HMAhUXDlIKHbaVBqsQFggjMAI&usg=AFQjCNFzmVDL9paZv-MtK18r9CAionyBWg&page631,"Сайты России - Когалым - городской портал",1054,72,http://fnkc-fmba.ru/,,"Ангиография артерий, узнайте больше на Kb83.Com",,Dofollow,,"2020-04-30 13:58:11","2020-04-30 13:58:11",,ru,0,0,,58
2716,14,7,0,https://www.yxz1.com/russian-coronavirus-doctors-are-mysteriously-falling-out-of-windows,"Russian coronavirus doctors are mysteriously falling out of windows - YXZ1.com",24,25,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"hospital where she died releasing a statement saying she “","died tragically","” in an “ accident ,” with no additional details","Dofollow, Content",,"2020-05-28 01:11:06","2020-05-28 01:11:06",,en,0,0,,20
2717,13,7,0,http://kogalym.org/dir/135-1-0-7810,"Консультация ортопеда. Подробнее о услугах на сайте | Здоровье - Дом",985,12,https://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2017-08-12 22:30:07","2020-04-21 04:48:38",,ru,0,0,,10
2718,13,7,0,http://kogalym.org/dir/135-1-0-7810,"Консультация ортопеда. Подробнее о услугах на сайте | Здоровье - Дом",985,12,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2017-02-18 14:45:10","2020-04-21 04:48:38",,ru,0,0,,10
2719,12,7,0,https://www.darkcatalog.ru/dir/86-35-2,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,20,https://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-09 11:42:44","2020-04-28 17:58:23",,ru,0,0,,16
2720,12,7,0,https://www.darkcatalog.ru/dir/86-35-2,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,20,http://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-09 11:42:44","2020-04-28 17:58:23",,ru,0,0,,16
2721,16,7,0,http://bpages.ru/card/6684527/,"ФНКЦ ФМБА России, ГБУ - Медицинские центры - Каталог предприятий Bpages.ru",50,5,https://fnkc-fmba.ru/,,http://fnkc-fmba.ru,,Nofollow,,"2020-05-13 15:53:40","2020-05-13 15:53:40",,ru,0,0,,3
2722,16,7,0,http://bpages.ru/card/6684527/,"ФНКЦ ФМБА России, ГБУ - Медицинские центры - Каталог предприятий Bpages.ru",50,5,http://fnkc-fmba.ru/,,http://fnkc-fmba.ru,,Nofollow,,"2020-05-13 15:53:40","2020-05-13 15:53:40",,ru,0,0,,3
2723,13,7,0,http://kogalym.org/dir/135-1-0-3567,"Ангиография артерий, узнайте больше на Kb83.Com | Здоровье - Дом",983,12,https://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2017-06-09 13:42:03","2020-04-18 02:46:36",,ru,0,0,,10
2724,13,7,0,http://kogalym.org/dir/135-1-0-3567,"Ангиография артерий, узнайте больше на Kb83.Com | Здоровье - Дом",983,12,http://fnkc-fmba.ru/,,http://www.kb83.com/,,Dofollow,,"2015-12-12 06:08:56","2020-04-18 02:46:36",,ru,0,0,,10
2725,12,7,0,https://www.darkcatalog.ru/dir/86-28,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,26,https://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-14 01:04:30","2020-05-17 09:47:29",,ru,0,0,,19
2726,12,7,0,https://www.darkcatalog.ru/dir/86-28,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,26,http://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-14 01:04:30","2020-05-17 09:47:29",,ru,0,0,,19
2727,6,7,0,http://gioicongnghe.com/cac-bac-si-coronavirus-cua-nga-dang-roi-ra-khoi-cua-so-mot-cach-bi-an/,"Các bác sĩ coronavirus của Nga đang rơi ra khỏi cửa sổ một cách bí ẩn",16,24,https://fnkc-fmba.ru/news/kollektiv-fnkts-fmba-rossii-vyrazhaet-soboleznovaniya/,"đời phát hành một tuyên bố nói rằng cô ấy","chết thảm thương","Một trong những người khác Tai nạn , Không có","Dofollow, Content",,"2020-05-12 11:44:28","2020-05-12 11:44:28",,vi,0,0,,20
2728,3,7,1,https://m2ch.hk/news/res/6165817.html,"Лучшая армия в мире - Новости - М.Двач",18,150,https://fnkc-fmba.ru/news/transplantatsiya-kishechnoy-mikrobioty-dlya-lecheniya-zabolevaniy-zhkt-otkryt-nabor-patsientov-i-don/,,https://fnkc-fmba.ru/news/transplantatsiya-kishechnoy-mikrobioty-dlya-lecheniya-zabolevaniy-zhkt-otkryt-nabor-patsientov-i-don/,,Nofollow,,"2019-10-30 03:30:54","2020-01-21 12:53:08",,ru,0,0,,5
2729,12,7,0,https://www.darkcatalog.ru/dir/86-28-2,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,26,https://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-10 05:39:25","2020-04-30 17:46:58",,ru,0,0,,19
2730,12,7,0,https://www.darkcatalog.ru/dir/86-28-2,"Каталог сайтов » Медицина и здоровье » Медицинские организации и учреждения",43,26,http://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-10 05:39:25","2020-04-30 17:46:58",,ru,0,0,,19
2731,12,7,0,https://www.darkcatalog.ru/dir/79-107,"Каталог сайтов » Медицина и здоровье",54,19,https://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-16 12:50:24","2020-05-13 02:39:41",,ru,0,0,,15
2732,12,7,0,https://www.darkcatalog.ru/dir/79-107,"Каталог сайтов » Медицина и здоровье",54,19,http://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-01-16 12:50:24","2020-05-13 02:39:41",,ru,0,0,,15
2733,12,7,0,https://www.darkcatalog.ru/dir/79-88,"Каталог сайтов » Медицина и здоровье",54,25,https://fnkc-fmba.ru/,,http://www.kb83.com/,"| Категория: Медицинские организации и учреждения | Переходов:",Nofollow,,"2020-02-03 15:26:03","2020-05-10 03:43:52",,ru,0,0,,17
